"SP1_MAP_Diff","SP1_Post_Mean_Diff","SP1_Post_SD_Diff","SP1_MAP_DGP","SP1_Post_Mean_DGP","SP1_Post_SD_DGP"
0.318685130244854,0.353861875570153,0.0563198892409116,0.406552580768155,0.406411703108864,0.012251058523981
0.438346227564664,0.444254563100214,0.0482246207308526,0.426182900242667,0.426812306833391,0.013808159000478
0.268415303010387,0.378063138484237,0.0911855883914055,0.403372273916759,0.404209881124425,0.0135131470099606
0.50999624470022,0.475180600153123,0.0492133633264571,0.400974283376277,0.4016072768909,0.0114189658737359
0.439787211939397,0.422989890307606,0.0429714323468413,0.394209787855598,0.394617546081814,0.0127797246600236
0.470632651553663,0.401372648322297,0.07598937424545,0.403965072565267,0.404525191009078,0.0125130684920174
0.413222639770899,0.429050430790229,0.064606821800936,0.405458514659081,0.406223477221855,0.0218117532702341
0.261424024546054,0.374784419249849,0.0781137129221792,0.359957361823577,0.360800092746086,0.0182029584265753
0.345753239037297,0.377331185426023,0.075388060234219,0.394172722772504,0.394646310205943,0.0140280190565152
0.402629590862185,0.441439870960825,0.0479972543262993,0.415433772921676,0.415706931824854,0.0171181687746995
0.303542284191969,0.342028406181729,0.0642068157212394,0.401645153476177,0.40226431501295,0.0132729656083726
0.307946136620021,0.37723714194801,0.0764471125361354,0.394753754802353,0.395807320879629,0.0258089364723795
0.485126608235827,0.423967319393104,0.0844565055312838,0.412054140784352,0.412376060616426,0.0125980680615639
0.520741401623193,0.492250395870239,0.0641836784722537,0.421100718050034,0.42116692959295,0.0107419741238612
0.287266744102691,0.37023909010049,0.081260116354798,0.403684085358324,0.40390793260303,0.0153173902008856
0.420796632127342,0.440425909936879,0.0551301279018039,0.419987040289702,0.42035166832022,0.0115179237284049
0.431389125546312,0.406272273070872,0.0701456979712276,0.418950407694697,0.419562501341801,0.0121347045434276
0.462524293285837,0.420527174952888,0.0776193580524102,0.428919962094572,0.429530620233581,0.0139742343008928
0.413752589166635,0.423338288099148,0.0351604946628711,0.43876199460158,0.439163271619887,0.0133310616938768
0.345226324735067,0.361469147907577,0.0328287838551077,0.394267328830507,0.394853054543385,0.0123604996541012
0.386093610555648,0.404520178127011,0.066107943841001,0.402668572564029,0.40328690385826,0.0124571794817514
0.483045231175986,0.458274158002603,0.0424428857617716,0.418288238389066,0.419055109676127,0.0124322396503993
0.449699060824801,0.440359592770803,0.0283756695485871,0.405923820517201,0.406846736778767,0.0229565717144804
0.432777692001301,0.41067743948324,0.0508971048104294,0.404987536772448,0.405342190253968,0.0112469431515689
0.400732006935019,0.450402944621081,0.0829248503056303,0.398968997064762,0.399466526923317,0.012807090439791
0.400780461597411,0.398408155358806,0.0259854650155006,0.387777098901158,0.391796668920501,0.0465978322764585
0.446279702961611,0.428661166672499,0.0453406002375083,0.402331726219261,0.403028571949034,0.0134008129510323
0.355751801032257,0.451396375682607,0.0970735501162654,0.405904275849199,0.406381265103715,0.0130886105945691
0.359282378143716,0.391192312848402,0.0375121143827167,0.421224498210912,0.421611903776918,0.0120906558739203
0.478854926053703,0.435019184259952,0.0478140113842877,0.400680717305556,0.401841296947696,0.0276394805466239
0.319055839637886,0.376110687554358,0.0640829134431262,0.397983926112228,0.398567189692055,0.013552270450817
0.341766028624736,0.356382523437755,0.0564567656371912,0.367529060232469,0.36901364032218,0.0199951695177207
0.473716900032244,0.443211416291636,0.0564108785521808,0.414449753856437,0.414718502309304,0.0126663129175475
0.383493154862571,0.401172160591652,0.0465641660075787,0.43419135112558,0.434395788883637,0.0127690040474488
0.419825415150312,0.428688129002554,0.0817886529706271,0.417655446497546,0.417742686612449,0.0135614774361776
0.384599808429064,0.388477846915424,0.0381408124271974,0.406109521767096,0.407692229578659,0.0266686042696486
0.413047079133983,0.399458076307961,0.069840146846993,0.417889840440045,0.418169815691785,0.0123906298373924
0.546079924545133,0.510033541836883,0.0592350023944603,0.421967312237104,0.422829489187171,0.0131572983159404
0.423826928231136,0.429088794042588,0.0249642872870031,0.420707334856969,0.421170442046159,0.0123586838759193
0.40188438584229,0.427661644194276,0.0537482663287415,0.412357086951214,0.412791924955572,0.0114412556560408
0.346875496480767,0.359134800998346,0.0300541696799559,0.393744455064076,0.394197579897666,0.0122712326470152
0.345955559799238,0.365210778800027,0.0699199902884488,0.37186718850974,0.372259361963264,0.0150644544109363
0.425691175498694,0.392304083727275,0.073555958378045,0.405468768049217,0.406084108658529,0.0134633815373216
0.447951486202201,0.44727983146889,0.0370559475365777,0.400962349323966,0.401131794660134,0.0112356274341014
0.45214653989076,0.433301736322712,0.0412136238095738,0.413089141229213,0.413933469156639,0.013076563178024
0.331854965362194,0.345114015907648,0.026711129922377,0.413859349477594,0.414473191358489,0.0186030738179367
0.476052829574976,0.441880572511101,0.0437404601679097,0.41044393569327,0.411055174365399,0.0123458328047796
