"SP1_MAP_Diff","SP1_Post_Mean_Diff","SP1_Post_SD_Diff","SP1_MAP_DGP","SP1_Post_Mean_DGP","SP1_Post_SD_DGP"
0.26570817456167,0.403829518380885,0.141009073548772,0.4105717038912,0.410459293590621,0.0271608850575255
0.491140928494057,0.461251042336013,0.099459019347936,0.459096935031242,0.459697509718327,0.0235417098053512
0.399983023018695,0.407516841686991,0.0479420118888892,0.397094391257915,0.408149834849483,0.0676798585951763
0.393280744500541,0.424964312964987,0.132238047850563,0.447485183065629,0.448510463865525,0.0344890340925748
0.318763747973973,0.365134333637061,0.0944071871453645,0.388978304297407,0.466962226746934,0.188763605806086
0.331805924621787,0.39755022268584,0.103647726091713,0.427987933649522,0.426791309692553,0.0230892900326165
0.355860752636198,0.463204877279243,0.117413238512058,0.453247613298345,0.453839888356557,0.0264087086599691
0.304528977551455,0.393936375878776,0.110671954669785,0.422861281908666,0.424764987908852,0.0298511905500419
0.485461365394113,0.433694347743899,0.109680113294136,0.403052452085592,0.403956334732085,0.030781673215023
0.437943342641368,0.45272606762907,0.087955689445165,0.415384647548144,0.411854536414386,0.0371210618294109
0.501602596717361,0.496427565886666,0.108986719827814,0.419145022082141,0.41411779006656,0.0352825685893854
0.462477940003058,0.461673252733895,0.0564900417408686,0.402438221755074,0.438373894022628,0.132202417811238
0.372815887107687,0.378283861515524,0.0648629521166645,0.385263372379376,0.41102427957336,0.113239831999947
0.564761779558264,0.475594854835452,0.125133172377651,0.44234997769202,0.443630663932484,0.0455487254543889
0.334078027103663,0.359598564735857,0.101390710880658,0.40027839753732,0.402444066901198,0.0352292041418779
0.486724180548356,0.481291434531428,0.11378706096752,0.437922306178578,0.437223527340855,0.0318787833875375
0.629306496803775,0.503959989491389,0.124341648960743,0.480750480911572,0.481684071828401,0.029596989298814
0.440173113061786,0.42653645453412,0.0628705540282116,0.428333426314934,0.432607017281042,0.0397063641911519
0.440244108194796,0.457895474335515,0.0923735554168867,0.440608673506189,0.441627081207809,0.0279433103871007
0.406965898102674,0.427347687203176,0.0805913274701752,0.398305406003541,0.400073195130507,0.0423273600358702
0.44213271002959,0.421967105395117,0.0828038325247642,0.388855433393899,0.428493851318537,0.142183043578714
0.414783728542071,0.406589160855851,0.0562709180883015,0.407925438531046,0.411407378660913,0.035443314729133
0.335240419394657,0.40799349877474,0.115675774815401,0.415676736114113,0.419604091862698,0.038006205117024
0.510106040785859,0.490786907910192,0.0698298383063785,0.421865802915457,0.421959359989716,0.0238058650628223
0.319307317188819,0.394715582059853,0.102095942951332,0.351557797506938,0.556557105626655,0.27297452377235
0.538920953176885,0.539022613073569,0.0560333596834281,0.444457494984946,0.444599847390225,0.0239906118789505
0.477430481958658,0.41735318628191,0.106003073277198,0.4099082724433,0.431421848481314,0.0994225326256189
0.400662180614228,0.442811524483002,0.121413740771123,0.438372994479026,0.440312827820026,0.0266000144555137
0.329001541180698,0.494331617647077,0.109644981189372,0.426294845790109,0.425385247191765,0.0304044402093375
0.293210373053442,0.306074531356403,0.066697593113422,0.364661892466212,0.410146097699717,0.151040962808206
0.335678747128384,0.396488204914188,0.0996626848984027,0.410499854171321,0.409469149262905,0.0337531138084817
0.379023975869839,0.428177727620531,0.116256746896777,0.425110403397885,0.425612409177169,0.0255536100624758
0.470296587344056,0.441383039468614,0.0892853232991886,0.395672746128978,0.39829459793296,0.0341135549994105
0.350061788740581,0.3322532177664,0.0584709801514873,0.381585764175774,0.642365396617026,0.239776253752275
0.459024919047352,0.398528034896462,0.11556962160122,0.434841035682835,0.445178333929426,0.068189507892685
0.480029842657734,0.461852147292063,0.07512892414265,0.425279460073632,0.427294990949225,0.0287408288860346
0.250494163246159,0.306316439939445,0.11446751382721,0.403267320512204,0.396370900539394,0.0426869997303159
0.501366610681277,0.438213767990663,0.157713116003844,0.443196967472637,0.441411644789486,0.0327161602842835
0.343737100313107,0.331349957943039,0.0824742263422282,0.336297028141282,0.49510054503431,0.264509848354943
0.537733766739602,0.501068823944568,0.0798289858402334,0.401807026232237,0.421426537611954,0.0986174432507362
0.302052403520993,0.39195372179216,0.116315436142768,0.417844656177491,0.41797971417188,0.0275262033244181
0.322006793578266,0.410317633448698,0.0942526009016432,0.442590260058921,0.446072902900029,0.0305943237246201
0.317563029002316,0.467327068247522,0.124268440825152,0.431171719139077,0.431119665544761,0.0284786625298055
0.556622480694383,0.48917986171847,0.0981860990344025,0.464659613025184,0.463538449882256,0.0281272275605685
