"SP1_90_Lower_Diff","SP1_90_Upper_Diff","SP1_95_Lower_Diff","SP1_95_Upper_Diff","SP1_99_Lower_Diff","SP1_99_Upper_Diff","SP1_90_Lower_DGP","SP1_90_Upper_DGP","SP1_95_Lower_DGP","SP1_95_Upper_DGP","SP1_99_Lower_DGP","SP1_99_Upper_DGP"
0.303442651164929,0.520929803189571,0.271699741322175,0.52689056060139,0.234281708632073,0.553250318714574,0.386798290230761,0.436337314672516,0.38321679217979,0.441837114485094,0.373100651693067,0.449423184057315
0.283227470196943,0.438722643185628,0.27477954426657,0.450806252122455,0.259941354252535,0.57153726941521,0.370974531364996,0.41674278448051,0.366537120216369,0.421543803358078,0.357141774442025,0.430729897882459
0.410549687619256,0.594240622716825,0.38844139032248,0.617224867438136,0.27013641984095,0.633025854987708,0.438363660526785,0.49187754054325,0.432351235891874,0.495975779560795,0.422618797225652,0.506798716612218
0.303537230473664,0.531718446833765,0.290292490411533,0.546518749252871,0.256275788771602,0.575627649306107,0.392026953551674,0.435228321838315,0.387441912843132,0.43862204876174,0.379134237548541,0.446566248282278
0.268324858818437,0.507935347707297,0.257964651080892,0.527855720143336,0.24702243946229,0.564243622675004,0.381634922001068,0.429754646305661,0.376469773798724,0.433985968548684,0.369170070801108,0.443419089498225
0.273262101781654,0.430121866054344,0.269923398849316,0.449626535349308,0.25212167896364,0.495096801019049,0.359245977347608,0.406609966183791,0.355741389765699,0.412551993310725,0.346371169741814,0.423117299979483
0.331026233168817,0.520304309583869,0.326707797930052,0.542776356311516,0.262422593318002,0.575238014764488,0.392039392395089,0.439854909837053,0.387394392474222,0.444200306610924,0.379311633994475,0.455085353252929
0.32475826245197,0.484533655102694,0.31524689416954,0.489418264023366,0.297955828321904,0.503807495710106,0.372300663620119,0.420017722969526,0.367388734141832,0.424428433867136,0.360689420081153,0.434569359633281
0.294854767620003,0.507195583878527,0.291331753645492,0.567797402464749,0.285503325961234,0.606571667777118,0.371757524117447,0.421178018439453,0.367814214132359,0.426432008713184,0.356750349054099,0.436928070418077
0.327356313589879,0.633809084608096,0.300523201086112,0.641980774473944,0.24860831528443,0.64841757078383,0.390600559597845,0.442020326263904,0.386148563177492,0.447429502958129,0.37767485514159,0.457795043623026
0.334851564979981,0.604728362707623,0.318448444916172,0.60581045682266,0.294007320197095,0.616358200200639,0.387911249020165,0.443367058190765,0.381843065167421,0.448056971510357,0.371938689970813,0.460666604412872
0.336265373516883,0.504642204748935,0.322612515508718,0.508643417420976,0.295312298250352,0.520300187089181,0.368485908357885,0.410479955140301,0.36447778595432,0.414824328903886,0.356459614172778,0.422846108969428
0.374186799828527,0.544593190417912,0.353223968318351,0.551364881753817,0.294918506660215,0.560591807824229,0.398652067256366,0.444415802122119,0.393294879965773,0.447697250609034,0.386315247889247,0.458430144721011
0.263489247580723,0.511998465856987,0.248876663295153,0.524063653797173,0.226637919284999,0.542262720171185,0.349426399229348,0.398726767565685,0.345851064108729,0.404666395064474,0.335945295192387,0.414658751170678
0.354131752850509,0.421956387959051,0.3472452137936,0.431424380612928,0.338842482021384,0.48067406459325,0.383829730971388,0.43199047124742,0.379691859619933,0.437207222318223,0.372677124582702,0.448086693179484
0.319782582004252,0.463788619094832,0.212609625595797,0.46540706257318,0.196781749190587,0.551711318915007,0.344113988851977,0.408234490629137,0.338830396493577,0.415702141490652,0.32867794498493,0.429420772003793
0.276960474067064,0.542212975911352,0.270359720656916,0.558992730784814,0.25493840195417,0.584171906946655,0.383447293984985,0.432920186293511,0.37831439088531,0.437325457905274,0.37132348514967,0.447076585582254
0.289781016841422,0.572840315408706,0.275477007428121,0.582166737380407,0.249894454781745,0.599885242418763,0.368377521309436,0.421933731838509,0.363845301160221,0.427368832250933,0.352254753537909,0.435310518006894
0.296008882829181,0.480984480930017,0.283898439475606,0.495727899312368,0.247817708414303,0.508175210801126,0.37031015340923,0.422537150235397,0.357595056415229,0.435934146658719,0.364848351204645,0.998582019623235
0.348813034575321,0.53503705190649,0.34532296387234,0.565572118163984,0.300229517442073,0.59866896870317,0.376657728061866,0.422243881784744,0.371761476862375,0.425953751873235,0.364836278843307,0.436086991068044
0.351744123514785,0.543900367224416,0.337939414979243,0.561820213747782,0.256950128526865,0.582432105982306,0.378161666336121,0.427537636597151,0.372098488273772,0.431126140295475,0.362820477171751,0.44286656463574
0.387973772928995,0.476465759532407,0.323411223360228,0.484723056446467,0.232905651523007,0.502412826839523,0.367681639144687,0.414878767073355,0.36346836880442,0.419579281958004,0.355088782245927,0.429790382168458
0.286348982978077,0.491232102831028,0.284240482711717,0.555833535375764,0.282141520457577,0.597140253203668,0.393911670374024,0.435283864271572,0.390172862154744,0.439868658740689,0.384272786470908,0.449154283171421
0.337024328650366,0.527074328180931,0.32549908505903,0.531729916184893,0.30205512144467,0.545555242199859,0.377826555397841,0.421980233224549,0.372448468812299,0.425525340799135,0.364617763238553,0.433787048233888
