"SP1_90_Lower_Diff","SP1_90_Upper_Diff","SP1_95_Lower_Diff","SP1_95_Upper_Diff","SP1_99_Lower_Diff","SP1_99_Upper_Diff","SP1_90_Lower_DGP","SP1_90_Upper_DGP","SP1_95_Lower_DGP","SP1_95_Upper_DGP","SP1_99_Lower_DGP","SP1_99_Upper_DGP"
0.285238439180252,0.463382317766135,0.282633678143435,0.487329058332513,0.278239838769713,0.519938835126515,0.386186682765577,0.426619491058985,0.383155780105467,0.431022349593384,0.374452631499084,0.436446766648298
0.348200013581373,0.51312256103981,0.334137065035232,0.573271763777973,0.295054264858341,0.606470736651876,0.40565426035323,0.446948785966371,0.401277304050242,0.450838929879084,0.396193709297415,0.461010167375027
0.246794260582008,0.505848094174156,0.234112635716573,0.534858663824936,0.231266545758174,0.630037844855065,0.382314566303557,0.426352283039284,0.377831936852708,0.430185823680918,0.369651786079239,0.439683267333605
0.392836826020379,0.530997166069687,0.37963009330501,0.5334619294472,0.346257885422355,0.543275108340494,0.383369719246701,0.420877228641171,0.378592089023144,0.423047305983482,0.371889671989363,0.430302339712886
0.326691779230075,0.472282773089477,0.315814458820841,0.481149431847903,0.299878782993279,0.514265218867035,0.373350857821613,0.41525569154708,0.368681796344331,0.418856296302503,0.363369228452063,0.427951702205958
0.297625547913916,0.509649373827721,0.29072397554677,0.545908413467101,0.282093479310947,0.597525303441377,0.382680049925283,0.423792569317769,0.380954584728363,0.429653511391306,0.374134507818333,0.438367204548209
0.323517632434038,0.558918774671521,0.316550095993538,0.574116816615536,0.286652504876967,0.58419277782588,0.38663816412763,0.425018347306861,0.382728536840881,0.428414852329826,0.373790078799402,0.435187616993065
0.241470455476469,0.486299329999123,0.226622628113257,0.495055509077111,0.205097474255859,0.512413216338713,0.331159148101494,0.390938487510584,0.324562588366294,0.39572379143052,0.315574032972502,0.407288656708487
0.260030642058952,0.518236020638464,0.249440325706891,0.536088024080304,0.226186627837475,0.558140074435389,0.370752596604885,0.416498605113114,0.367910997618784,0.422063655223428,0.360520103755988,0.431612198254254
0.367803135077668,0.50760937665589,0.361161678319222,0.514505271793234,0.344736868789453,0.526677832331773,0.39439267689681,0.436633020913069,0.390626529909933,0.441006490367538,0.380903175417803,0.448236986575245
0.27694940010013,0.45092727297773,0.273334391377632,0.462933416331324,0.255000024768468,0.483847722315341,0.380256919244102,0.423320565900857,0.374540164831023,0.426392779236809,0.368752637150926,0.436779617406263
0.279898981323153,0.491665703224834,0.274994273502199,0.507633429657472,0.2662892481653,0.53175185632519,0.376208340566864,0.414682535241489,0.371948576892402,0.417684225928342,0.365056930491198,0.425991586559497
0.294218420953394,0.548463669851566,0.280945793309268,0.55280767597912,0.264258138675987,0.567010498840358,0.392511845127399,0.433787848393087,0.388953982232092,0.437953665376095,0.380421104758667,0.445942789437178
0.37016368574759,0.569944755326015,0.344718298501275,0.568937382749352,0.323665374164256,0.57777222490881,0.403082602025016,0.438354986416158,0.40117006874443,0.443427537431294,0.392194960408344,0.447928681170141
0.263377634483481,0.508965581607219,0.259002029030628,0.523501134697633,0.241195867843695,0.535498204182022,0.385023327242135,0.422246941214723,0.3814428538447,0.425799719256671,0.375266012866672,0.433171945038596
0.37988006326303,0.56153737397009,0.350948212616514,0.584827673776598,0.274906387642218,0.592760663753272,0.401428625646949,0.438942423161884,0.397653204593549,0.442939747381494,0.390761866777531,0.44979713158933
0.293862507689151,0.522312094171687,0.294149637341276,0.541093714941193,0.288611466051055,0.55785499031668,0.399268197287143,0.439400208458429,0.396530111769393,0.444178455242119,0.389362281546199,0.449714766700903
0.271972431021837,0.517352420216189,0.260301158730359,0.527948782920571,0.24257616394979,0.55934573518729,0.407518806038105,0.453479869500934,0.402578963166676,0.456783705909665,0.393756766845993,0.465513318453479
0.381453440780444,0.458471844169037,0.366561709241428,0.513822415621315,0.366115749845163,0.575295850849219,0.416436181331788,0.460237613189421,0.412681885456318,0.464414730014029,0.4072904212168,0.475437435935901
0.316089676520527,0.415796676084336,0.314811434240255,0.448937791210246,0.299019095424556,0.492840977348167,0.375225794451241,0.415658792648119,0.371022129941844,0.418965556994999,0.361841852034624,0.425955598781546
0.315662816878844,0.530752831974553,0.311274817971066,0.550488818009501,0.278523419987877,0.581269850380603,0.383357865609496,0.424082181263663,0.37849102786817,0.426867715584017,0.371863148441084,0.435034804923056
0.363722604764639,0.509020071606938,0.345343490811438,0.511042684410259,0.326479999456045,0.531300467644781,0.398616810209409,0.439272099747285,0.396012120139351,0.444323863875676,0.38892017715259,0.451957963978788
0.40547177655078,0.481726352128409,0.36177610342195,0.483827656582739,0.327185290740162,0.488673473499646,0.386549239826767,0.427295937056612,0.38162558142282,0.430560136036379,0.374208020288636,0.439693178990482
0.311173233026816,0.467163836597505,0.293470230786373,0.47534345800131,0.285331340582879,0.542381258378933,0.387298327335952,0.423827055182559,0.382740688074366,0.426484535287842,0.37678368044813,0.435344139745738
