"SP1_MAP","SP1_Post_Mean","SP1_Post_SD","SP2_MAP","SP2_Post_Mean","SP2_Post_SD"
0.357656031123727,0.351093831462761,0.0263201673853021,0.719322100649312,0.677842695210991,0.0492650875206111
0.266419876298703,0.264463000509041,0.0611689915573362,0.643063329420386,0.660189614024302,0.0310318778671677
0.311771740694044,0.293205545950567,0.0255114290130716,0.670598529318532,0.65927411677499,0.0344768162856597
0.315545199519634,0.302425576387596,0.0329602860906375,0.653316770255886,0.651685564095278,0.0138212502708547
0.237131339112729,0.284590993672729,0.057501340611199,0.684607405010881,0.690317995522081,0.044009522921818
0.303150214575012,0.299741290858359,0.0267885492696428,0.698167060837765,0.684437791995024,0.037884203734245
0.280071948030485,0.294051558770999,0.0267326680840238,0.672233505728689,0.660820438440713,0.0240241527503776
0.310609894921914,0.298548510584099,0.0579957879367237,0.634620294470965,0.666988052729146,0.062532037255923
0.205328497178854,0.237176635815231,0.0392949713746803,0.635872695364852,0.661834381313949,0.0309323192160815
0.150005394571966,0.209356723201257,0.0558046875973731,0.598428310285775,0.62327017592336,0.0476810242168486
0.254166459167098,0.250897255010747,0.0382359293022115,0.666968063488729,0.677966594808593,0.0576017157212154
0.214596254313768,0.235928007839396,0.0469462943352151,0.70974053550703,0.698060814496053,0.0419699481747627
0.241246911266746,0.31150595429738,0.0518753236981751,0.598152119743104,0.641205533629535,0.0442100878564961
0.404953978299678,0.322661352999857,0.0800978625942655,0.679230227814976,0.684204911559366,0.0154007173717873
0.19908854215341,0.274859448676292,0.0664712887930418,0.777773028923906,0.721362518055908,0.0611805146390792
0.344296376713636,0.341533844002492,0.0237304149134047,0.616549174685067,0.626787843484893,0.0274011347560323
0.19304768515432,0.228650371007389,0.0554461883327017,0.621361936376772,0.631461004827157,0.039665497209967
0.248906439273469,0.274883881925451,0.0373116069498406,0.688489813301765,0.639466182136795,0.0426606319986712
0.322486929859386,0.295287488620309,0.038611992503533,0.710367887475945,0.711690436455785,0.0485227797592222
0.194537796779365,0.241697313241225,0.0331741148276704,0.774580436040277,0.675281488695665,0.0620756830711951
0.269399832625573,0.259477629348759,0.0282227648636175,0.614918816058914,0.653920168426388,0.0578185729035793
0.196527307581554,0.280521353749765,0.0662295369319169,0.786307824889553,0.692243644877541,0.0690635433260902
0.307353825395471,0.277036508419839,0.0521247727820007,0.730089634666671,0.709595095332776,0.0281462972727236
0.260961614227757,0.278173600124686,0.0326246610983883,0.662673886457249,0.649258016155638,0.0294434389810409
0.23548547563726,0.23217895393164,0.040056025717422,0.684896202445048,0.678779076925135,0.0231330457889005
0.182132489881215,0.249035062260556,0.0529340346110148,0.575836584077466,0.650388090898993,0.0699073716646065
0.186792340612134,0.215029422480432,0.0413900780045912,0.650169078921488,0.649988128222698,0.0115213231731824
0.261275966378872,0.289192131372361,0.0301881217138686,0.710027505690153,0.699442482598088,0.0320637739071456
0.265739020918761,0.268525404125496,0.0345821034047463,0.746414504972017,0.709029014609845,0.0357141128219846
0.339562260716801,0.294838103080128,0.0587258631273489,0.732489561559465,0.683319042070069,0.0617386819589609
0.203066651076447,0.293777606295375,0.0647782839335264,0.62228672596706,0.658840041822159,0.0474387489692437
0.22451572154995,0.278988695781567,0.0531444088228121,0.695209351237013,0.678744563819793,0.0382816921064299
0.281063606448033,0.275138029128956,0.0393709272499773,0.687173171445255,0.634560155309262,0.0389617245455278
0.144940215104213,0.218131645946983,0.0578417409189912,0.70592944305997,0.673935914312454,0.0564210976914966
0.208553906759064,0.267226430015019,0.0540507128678272,0.669521358977385,0.7002058809267,0.0376906855555687
0.269950540990955,0.264741895969615,0.0295334573723487,0.793343453940114,0.755879649845822,0.0621837499561274
0.327138734503359,0.256228817013677,0.0619847532315667,0.743895228404299,0.702162713595224,0.0489241496094053
0.192730185034476,0.22704955381985,0.0438304349508529,0.649692850859206,0.664374434150194,0.0500559077421176
0.280251372668744,0.274638663798719,0.0198634501822756,0.593701135552027,0.652017770808552,0.0628757465952193
0.213350600676056,0.238736935055916,0.041146279430071,0.664796744268035,0.655918263566087,0.0633325720899903
0.293861486176878,0.267699590770001,0.052739365890489,0.745817557917277,0.707876840703041,0.042226372359033
0.297065989691946,0.296973362627344,0.0207369888253061,0.622679034532784,0.624779897966101,0.0286793071934358
0.303994342675974,0.278497660096285,0.0304125341307295,0.628565650391713,0.647424864006616,0.0401731061796538
0.204587037537675,0.313839745790627,0.0498355930651017,0.6440100012246,0.684641937882729,0.0554495456308721
0.181676833371385,0.227180459316355,0.0614086507063573,0.696903178920909,0.695553758050402,0.0187099567188988
0.226812703433612,0.247950730872732,0.0658349029885666,0.700110040930196,0.696503190745253,0.021665861603803
0.236074960134332,0.265979526746975,0.0406277016260052,0.68751874412885,0.665842455945386,0.0401325515014329
0.255958287653521,0.289570915079547,0.0372938446324159,0.764328939021944,0.711379167625374,0.05364969652265
0.340668140091933,0.322610437976424,0.0484710061203004,0.674842142627781,0.656736703080608,0.0439584782211165
0.263444513154392,0.288207744355024,0.0462466910951269,0.587044542231832,0.595124336154616,0.0174984438594209
0.214675285730142,0.245516614630884,0.0410837041107459,0.598206688092792,0.613059264706347,0.0309495331310884
0.142508799795668,0.186441966956542,0.049228090731492,0.67204294198079,0.669725038770429,0.015027003293767
0.314725890326688,0.278402467763372,0.0657817733415144,0.705175505313932,0.684127373312289,0.0296715396961439
0.176387918472677,0.250509347950418,0.0661023705088177,0.675352993778926,0.678700085164048,0.037917517209351
0.277379521380618,0.271178552195484,0.05448361892666,0.686550371869126,0.667650250845369,0.0513410374464556
0.230109082213407,0.231566925123705,0.038268996122001,0.51695640737254,0.598300475660816,0.0859187784066611
0.248935155276103,0.258172523919887,0.0194608157322853,0.744825195561417,0.718352260619227,0.0449369423597199
0.23575654978416,0.238711000336458,0.0263835866171414,0.703751658329818,0.678176716608598,0.0337867546409926
0.304001595866127,0.302125077500133,0.00749926983053353,0.698531313913227,0.690369406452134,0.0220273577251917
0.240317758015605,0.265172484065381,0.0453238876859675,0.704452386669938,0.70450625331853,0.0395794813400132
0.18658508719088,0.224471533916083,0.0500624751905552,0.681286662768039,0.670105338755817,0.0638322665482569
0.194414872981702,0.262970556560126,0.0521422253824889,0.656559291176048,0.645300864468339,0.048478885209797
0.20526041148794,0.250255150584634,0.04362049794455,0.693172390236485,0.680712181377846,0.0343729275986806
0.313118318949662,0.277167498736183,0.0498964433338353,0.773084216462478,0.715293972108433,0.0586112378337532
0.240905818967475,0.274623900937598,0.0378432202978614,0.585781933465186,0.610596553763806,0.0437553688091055
0.208473337610365,0.245264460739331,0.0429180431814173,0.68923570028256,0.68955945074845,0.0549509069301815
0.303076530053466,0.29219708957366,0.0407803655522341,0.737423337453962,0.697999200392476,0.0565798824349235
0.195834771205154,0.236899783118396,0.048522900411228,0.654787053718443,0.632150433461624,0.0546682680507665
0.22478563583207,0.221248714156441,0.0438138966667237,0.756704300356035,0.707233507451593,0.0486267028155887
0.27396219415423,0.275650463358024,0.0316202379015351,0.658468516596936,0.703127108530095,0.0390176679231863
0.213464607192356,0.240305781506758,0.0401469939632304,0.726601897552965,0.685533282492595,0.0461862674115149
0.18603601288311,0.257981058856079,0.0635554652821471,0.65279236034969,0.651733568148384,0.0209291891898555
0.182510000631952,0.263845967411847,0.100097536556021,0.67979354549022,0.694216109895322,0.0445272791399723
0.230642493496741,0.247138290264534,0.0457220593707132,0.578139544009045,0.60640691507186,0.0401781849960948
0.304070484415217,0.283617645342383,0.0425574551728119,0.68371073773214,0.671129083488709,0.0619837090521892
0.282519419356058,0.266376260299327,0.0520339307859845,0.658624818847939,0.639442629685933,0.0411406918833499
0.236445421828373,0.237595948917023,0.01902254208167,0.696071316688464,0.671438021022609,0.0549771129442231
0.236058938764351,0.259082031973042,0.03897152925394,0.684290342486111,0.687734319100026,0.0510661414689961
0.231647825206371,0.27197444220441,0.0487857159221086,0.660394625973495,0.650609807212697,0.0453207625120304
0.194654324835937,0.248826637894928,0.0561842103510362,0.760314300573549,0.680729560372798,0.0612373648713955
0.380672891497768,0.349997028412673,0.0463656053041799,0.783308743237675,0.746409396558447,0.0412900737145275
0.250669581260837,0.247051819885798,0.0308799108755058,0.618083309589926,0.632002690157355,0.040031840393248
0.243565478403897,0.244193981273163,0.0132658353411337,0.624366669996622,0.669784281475681,0.0467026879233653
0.205762003482888,0.259801529453261,0.0556188220703742,0.672476794303341,0.654558858851145,0.0288398983192049
0.272173979669967,0.265363289718316,0.0319526365479016,0.716972230797049,0.665555137431156,0.055808198998996
0.289275008247005,0.29149402480093,0.0198677947792399,0.692636648459919,0.680913372769291,0.0365066245717125
0.320585335297882,0.279595596242874,0.0414027134014782,0.769719375804055,0.689228617479362,0.0770787848649687
0.179080852041385,0.227879022622966,0.055874624914543,0.78347943315911,0.631303426157945,0.0854465418982611
0.285145092146941,0.305088506752698,0.0461787248229539,0.783983850432981,0.713994092226035,0.0572743316702747
0.2435954414442,0.237873789920216,0.0258982529698958,0.65530835928816,0.678161625859167,0.0366464603142819
0.276906068582212,0.291365717331637,0.0492958358777683,0.599936030064941,0.605966946956062,0.0422785198640349
0.299806929117451,0.281957862720508,0.0361303400917016,0.720844350313599,0.6458175863978,0.0642163097773747
0.349142175552514,0.33879470459335,0.0277150017253349,0.583104078566699,0.642756560037804,0.0588991047608619
0.235246507326944,0.237284741471518,0.0324302647666564,0.74863066594302,0.70256699297584,0.06390550369571
0.269893943986622,0.303676769422429,0.0440417036890034,0.651855043799845,0.620572531650869,0.0417860924307173
0.311801236491109,0.277723781095989,0.0527492743688489,0.657339438611381,0.663250587970197,0.040407763290593
0.274250576133243,0.2789067137807,0.0408281081238595,0.679868912578371,0.675547978243426,0.0289592728210978
0.248336465389207,0.248774041198768,0.0450018230367583,0.597309590736814,0.619445002048739,0.0411974312700907
0.218480211805226,0.294506188825317,0.0748010955001036,0.715105779812777,0.694689554255234,0.0406012516800834
0.239037904223453,0.26968077377786,0.0451975582729482,0.744029910794534,0.677450653551943,0.0665893653755942
