"SP1_90_Lower","SP1_90_Upper","SP1_95_Lower","SP1_95_Upper","SP1_99_Lower","SP1_99_Upper","SP1_Bonf_Lower","SP1_Bonf_Upper","SP2_90_Lower","SP2_90_Upper","SP2_95_Lower","SP2_95_Upper","SP2_99_Lower","SP2_99_Upper","SP2_Bonf_Lower","SP2_Bonf_Upper"
0.177249685887302,0.343366067981921,0.173680620797702,0.357335163202261,0.163398791375666,0.374551550754197,0.168141013261315,0.364991453153231,0.556676192338607,0.763746650000113,0.551850587140965,0.805877425356695,0.509311199636656,0.824150084879385,0.523853686049025,0.809530282205222
0.150707604608017,0.341463705616049,0.141345083301797,0.346378777342112,0.125966048974523,0.357866633311162,0.134449891864801,0.350969535105057,0.58323586974649,0.756567961871208,0.574734879330071,0.762822858475702,0.555850315205055,0.784659558334281,0.567671707440062,0.771286925566808
0.19967713429219,0.333165710555482,0.17789305045265,0.333441004870324,0.160330358723506,0.342418634920098,0.168371490843944,0.33728181738679,0.572194239318616,0.654595339355404,0.565243336802928,0.685917467688303,0.546541507145868,0.800952026114814,0.557859388974059,0.723647059199791
0.19716041366456,0.3491510437015,0.185722647809243,0.35463589912174,0.169807037170584,0.365725433273474,0.178980072365355,0.360571003098973,0.639577856773817,0.690759508058747,0.630378763646913,0.705231670353474,0.625381371422003,0.764129605010543,0.632527282957947,0.749294253221346
0.160121775083491,0.378509094457247,0.157593097303995,0.389030690588667,0.15323973178908,0.405286909241826,0.155810864780696,0.397577738933104,0.66208569381401,0.769860145486126,0.645724043336102,0.776922037866564,0.583334472728635,0.781765362957083,0.606513172190589,0.781840052909608
0.136460760919671,0.312216071244196,0.135331137992842,0.327695246961912,0.12759772561514,0.346657153647379,0.132384180217801,0.336971881777889,0.583488187619108,0.758510147602571,0.576413859732162,0.769786663214274,0.565904714513434,0.812769865334018,0.570625258316788,0.785297578005189
0.166166150660805,0.296071209304139,0.16321077600127,0.315684841861399,0.153314172363165,0.334048077688063,0.157096982905683,0.324855934541319,0.575947468006855,0.754826471958239,0.571949975651753,0.760862821430624,0.564095808548645,0.770476053418545,0.568086026437055,0.764819231455436
0.255214769823472,0.414329888844001,0.243173292450537,0.429984057969443,0.165735577196684,0.439501303484076,0.210530747335016,0.442305367329528,0.62982563770767,0.757293108750267,0.611157993917701,0.760589783057129,0.55924603674679,0.787901684064833,0.59599443952499,0.771524262021295
0.195488463330365,0.382751930004023,0.178227811251693,0.38436083196214,0.159142262693138,0.395620515625258,0.168602464755449,0.388586289855077,0.65776496055994,0.759531251412791,0.644589831564164,0.799421672524845,0.60259673262533,0.839790312093533,0.632880303241518,0.825698963823298
0.189439247810057,0.366533759890932,0.149266928843753,0.35791824948998,0.131883086468347,0.366643495131673,0.138675588139115,0.36049628019431,0.567325085627459,0.764337993056744,0.558639250112679,0.774541144167512,0.533956851977674,0.788227206490739,0.548926501621899,0.782363013055176
0.244414920063673,0.322596265061964,0.237517044289237,0.341388399491267,0.233626316691025,0.382077827057515,0.234366131032835,0.362215496011766,0.644448143264118,0.689584695207735,0.637803137865902,0.692794604990715,0.625998910753071,0.707278898535327,0.633555915834084,0.699235173876275
0.181623597523431,0.335289752537344,0.157191386807697,0.33915028279975,0.151938109864326,0.433664446304342,0.151938109864326,0.398072502011504,0.561636865279489,0.748180650229038,0.542035855215814,0.751914837631986,0.525306738781311,0.771615535775939,0.529445676435118,0.756426149064885
0.185438331956333,0.337150781027833,0.163136122684342,0.347339068431332,0.154629579746861,0.418189892428899,0.157899858861422,0.38989178355326,0.568890962224714,0.750514689336094,0.5475688752159,0.760757627321241,0.522724967896005,0.796247559157408,0.541620558336624,0.7815447638842
0.222096984469716,0.25884874642849,0.161538263213843,0.268657500196559,0.146048763571776,0.337966737396325,0.159580996274158,0.316831697150561,0.568754171314366,0.752138518818799,0.557898028927262,0.769781687089189,0.506678904208014,0.83587088014654,0.557898028927262,0.828305303110232
0.225746681593423,0.372441414595225,0.196491724524029,0.38617946243924,0.154015472159947,0.397536250204337,0.164681840421107,0.382950647302874,0.616195796618776,0.770826652141366,0.597482018326612,0.774239808518187,0.566272331830363,0.784491424379188,0.5828892073956,0.777654878314681
0.1539988474032,0.335868798054248,0.151148686281335,0.363240048850599,0.148681750422671,0.394157312041703,0.150194535084937,0.381023018108705,0.57896572246276,0.730022468376777,0.543284232915077,0.755906080078477,0.477073906859728,0.806998134516806,0.469377419735499,0.74899109306751
0.12875178072747,0.324005953998334,0.127763574577293,0.342446478310571,0.120403531141044,0.368120409190403,0.123990987006444,0.353948324699871,0.617303165974349,0.82306581417544,0.607807242381422,0.832830453926052,0.587569936779081,0.845569734185111,0.600833419621972,0.841337628741356
0.226476169469753,0.325964983349945,0.221911104519495,0.375696982338955,0.215352210425082,0.413274633284859,0.220977015966174,0.398388471121452,0.580451273289207,0.762727607600509,0.563839916599697,0.770625915997338,0.54577434007218,0.84869475873581,0.545444055077551,0.803636720822337
0.20698702873903,0.324459790324669,0.176060014145117,0.33231765087457,0.137239698884113,0.341921580276419,0.149130209270515,0.330754646094406,0.566832312996865,0.683638976440883,0.556922874473594,0.698074728633381,0.550013241514265,0.762296688614311,0.552956439785867,0.736396280605274
0.145799367362932,0.402888973935414,0.145796344095195,0.422318600105685,0.131399097450205,0.437331403864354,0.140977610794164,0.430475474835613,0.508407194918337,0.773634506006228,0.508498561234676,0.808228681415133,0.498005413424118,0.830168413237009,0.505478531682317,0.822659510838666
0.248945961955642,0.419656385472671,0.213108900234058,0.421483559340463,0.176325693800346,0.424078122234327,0.191778713909324,0.422823086618867,0.582623207876224,0.672614053511168,0.576188516906792,0.73302073355916,0.535980138967728,0.804377268965524,0.567348470344881,0.770102022452109
0.235085120054915,0.363295087096422,0.226011479456543,0.375725394348227,0.177388999448452,0.415315686970322,0.22147849906168,0.398603589719493,0.566609237013788,0.692197305360997,0.554553875490984,0.714558218175646,0.536384074616544,0.769743752355014,0.542240055446131,0.737114904737623
0.165640056629475,0.319861991583772,0.155789516442472,0.34452167850302,0.138869795429439,0.380535171236622,0.148231995343098,0.362443791241279,0.606822321176136,0.795217486672889,0.606895770812493,0.836563123499279,0.580241450129526,0.84776854053605,0.59058192233785,0.838813065397881
0.27330545396666,0.369449744441825,0.247261627867633,0.366825419851606,0.217558176644091,0.376834120692995,0.237720193452671,0.372912411920738,0.64759282278709,0.748734012328343,0.633570876315346,0.755066604762877,0.615975577389127,0.772022828062786,0.626083842436755,0.763862729373458
0.183350663011281,0.425422672753703,0.157281675003511,0.417974323573803,0.147458186731899,0.434717017097889,0.151279260509083,0.424335130518062,0.599510732951695,0.749357522677208,0.582659396155081,0.76481559367029,0.542556578390209,0.780281234523621,0.563075405921259,0.771845135716351
0.144690776358939,0.350722802932395,0.142119663018649,0.375760188287831,0.141010640080477,0.412429781902309,0.142119663018649,0.396678385704173,0.608370973242,0.791943849204844,0.586335117732841,0.799187274000566,0.516730872271184,0.80726906515983,0.553729970762218,0.805531073556937
0.154763227743617,0.373253160128318,0.150249941674437,0.385486069259892,0.144653009515526,0.40901622525026,0.148331024256381,0.397826102445325,0.61320342633216,0.755070420320746,0.585608907648605,0.761972352620203,0.508037632425265,0.771764070170262,0.540477119194368,0.769181998464106
0.211411797610925,0.279506184783354,0.21456148367625,0.332574349221025,0.182680752370134,0.35043289459738,0.209258296052374,0.344647470625268,0.617713454881499,0.694587430582989,0.591176296641639,0.709387183050372,0.570581646409289,0.778441073031269,0.591725394365104,0.761835268426096
0.1505882139326,0.253327464294978,0.147648207576781,0.264967450707626,0.140487533071784,0.305370279462771,0.145992544957259,0.279091209687978,0.60378161941588,0.742061108376447,0.580937626783957,0.759939096527441,0.559848444184088,0.842127962674886,0.543114071853421,0.780313985122221
0.180136140256722,0.339930621260378,0.168616617724171,0.346152551361069,0.153106973645741,0.36371603720083,0.15815230787876,0.350404967913423,0.560667072825271,0.663677733171379,0.544079304095507,0.669127648101837,0.513727907672594,0.712205068733876,0.526999024540469,0.680510226269082
0.157718542159729,0.335430739166317,0.150614667230241,0.338352387952552,0.139759411203744,0.35058654013948,0.145099981742934,0.343114785364209,0.625476494556245,0.721742872267603,0.610765127018444,0.74416867047656,0.568674191829701,0.785764192736877,0.585245035083086,0.753752774599701
0.181776516978804,0.339315350205835,0.178847561426848,0.357221999526099,0.168884192990622,0.37621679009109,0.174136320261354,0.367066601973425,0.556037961437103,0.759695127181757,0.54930440704025,0.787513778752669,0.459815060602438,0.802386949671729,0.483187380315095,0.794587189663333
0.256969729643115,0.38703090003161,0.209144157035207,0.393735858402789,0.170560796952356,0.395696367877962,0.183559068905426,0.39234945857028,0.656242100775892,0.730956102251559,0.641576896287886,0.746893848676068,0.560859604914117,0.790474937960646,0.613135473914228,0.768684875145914
0.140267593842868,0.355001864463894,0.134193871038225,0.37534525159943,0.123047254635052,0.407788541576189,0.128203371103415,0.391955118665618,0.567226919403809,0.760756899405951,0.555125535619627,0.767736959286648,0.533003527291718,0.784585573937073,0.545854927687267,0.776121997285817
0.205826446057564,0.34633674028429,0.181610322503159,0.352705635591024,0.144739501824005,0.35862293616055,0.160248474742415,0.354424789802524,0.558603944451449,0.682278910441552,0.546464842998997,0.71875401172651,0.551539273268228,0.80784580378887,0.549801302973805,0.78450261853833
0.214392074729635,0.332918319859852,0.201390058632281,0.347416311673306,0.153616769582959,0.353997914450152,0.172123269008982,0.349204074039287,0.533887565782604,0.758498950003929,0.526315913730904,0.8072889436016,0.519840286781731,0.844343754944007,0.528831711230127,0.833989165078971
0.161110562917909,0.197190743104485,0.155099088580891,0.212338205947525,0.153780175266582,0.353290238391991,0.154010149912957,0.275233743349528,0.555300705506146,0.72193391263889,0.552971895912319,0.761254275991861,0.549589754481255,0.803406657517836,0.550614079232256,0.782488979637013
0.275649399048679,0.338996798703848,0.252723510044192,0.341459731217068,0.190302503387506,0.347457848429494,0.234324521137127,0.345333295100306,0.571733996107065,0.778479739894166,0.562011999448393,0.787641572701683,0.54067066512737,0.812713581994111,0.552484372475686,0.796833870912369
0.166852705677674,0.330184289308752,0.145454727166751,0.338198163487232,0.140512550931443,0.404559305143857,0.140422315391114,0.376765959345083,0.565733563296054,0.767173011520239,0.558094134996656,0.774358006360974,0.538342944897604,0.787106108294297,0.549213727204944,0.779349456585311
0.183113551649518,0.344690298609337,0.184945869155383,0.385697998078192,0.155663606959201,0.410190459163061,0.175902442490606,0.398700547836934,0.500781457557496,0.712028594758589,0.479625393078223,0.733272149260453,0.47252776397025,0.793816698741457,0.475376281119741,0.766982809087226
0.224811601503678,0.35110760183466,0.214353658149046,0.40602544559274,0.164060487120182,0.426177139942171,0.198505623684371,0.424767457287291,0.531980401704312,0.692699728234935,0.506146926026843,0.691512659168039,0.48695487634156,0.699890385637022,0.495486253522874,0.694640638535922
0.164353174657556,0.341199542578079,0.161222015922329,0.351844068472828,0.155285625798672,0.36904159594629,0.159465740325449,0.361150205376906,0.638305268173678,0.729289059857154,0.629185085891291,0.748813557442948,0.563849748528009,0.760703156865032,0.602390147422285,0.761418781761525
0.20308132146848,0.296104115995266,0.180620370999906,0.302532062158275,0.147761982251506,0.339607856959854,0.169670553576005,0.324060866568663,0.53621364228016,0.732470747449584,0.534760562122971,0.749555213361327,0.523123347565897,0.768576691669127,0.530889689321876,0.759594594141291
0.144733172296288,0.241897487851064,0.143781659820691,0.254155228061678,0.140826222128199,0.331939549485977,0.142244021860036,0.274231395374493,0.569780417752507,0.683445798036776,0.547358036522996,0.716265656794212,0.541140152148405,0.772436389148584,0.553120540568005,0.752409745915946
0.154102707831913,0.332967250942904,0.147413297280073,0.353468463601207,0.13673464005123,0.389292374909359,0.145353310749569,0.373896881916205,0.63440249677316,0.740283911576218,0.627975232406008,0.747199444605995,0.554311231402095,0.761781702680337,0.615058583728694,0.754454479144374
0.222973004254595,0.338752204396044,0.218328243186754,0.34649942680801,0.20355588302257,0.357888264187733,0.21110589940023,0.350017278089895,0.715195737206335,0.766874538936344,0.697351594441524,0.771395448944972,0.64673727395276,0.780284430414739,0.680218742285406,0.779690194090824
0.158009882557322,0.377795311458462,0.151090733345231,0.386826978619847,0.142306873526673,0.406750989694147,0.145891896815277,0.395438168937025,0.655795708501101,0.744376755247468,0.646117695465519,0.755988639518808,0.620256115530595,0.783573747302338,0.636954289100026,0.766935379151915
0.146520640194917,0.372198888244209,0.142851457512892,0.383697868853681,0.135404999383251,0.401225849367229,0.13790561427648,0.390801906533761,0.576086982612229,0.753597322590052,0.571235952582398,0.760327811135753,0.559169862032834,0.775137288148029,0.566329481530294,0.766310590804904
0.240223833437228,0.313178919823982,0.229649460060793,0.322732295217288,0.201348224542083,0.370061683587135,0.212247944642293,0.331995218813962,0.550799739668834,0.781579526688141,0.543011020589982,0.80362080405128,0.515937381038497,0.830417862774918,0.534100502118913,0.819689935534263
0.166132434233989,0.287424819836468,0.150293468904444,0.308785900078628,0.135796454248961,0.349879759935262,0.148745275583561,0.336016873862279,0.518992346305325,0.763198643746789,0.518992346305325,0.797515791532131,0.505959193347974,0.822188582099478,0.514945840253871,0.81183231554996
0.206449018897102,0.332790919339302,0.154638465895197,0.322699088585472,0.144136469070665,0.366931671633675,0.147117674685475,0.337092325703417,0.567648244800927,0.704805434556107,0.56301584997668,0.729790579949851,0.483809514921621,0.754184437876605,0.549412393088929,0.74780139331106
0.240032963106936,0.363960357051403,0.22592749796341,0.398518801532657,0.219442266247623,0.431001973048831,0.226210423758755,0.420068221049233,0.505156104196975,0.688628492025241,0.500978691160655,0.707354156301847,0.494015707265211,0.792322514537438,0.497142265620186,0.729644781848628
0.22666205570087,0.346986867078753,0.209192165674593,0.356467826571675,0.156515203937934,0.379108797483017,0.175191302939975,0.358821217848632,0.638081848821979,0.810209331043361,0.623297923243393,0.813282013168287,0.563608750805844,0.825853407525578,0.611251262627755,0.819895635888728
0.198211498306801,0.328375932749671,0.171708124966719,0.342293177417002,0.121897283897925,0.412206889437156,0.130549908688632,0.346497929363184,0.560373020765503,0.718386291581444,0.557365265867423,0.754849846508703,0.553836078781723,0.801791741615671,0.556884487792025,0.780793761042782
0.191203164405282,0.283505847930976,0.191143923708856,0.301612507811285,0.181058475702807,0.32396794129302,0.186629269322052,0.310848514556235,0.594664314463497,0.763182403939398,0.56832975931326,0.759416516738275,0.551066325394067,0.773628878761851,0.557743394069886,0.763312018424268
0.251710288282572,0.334157842182139,0.231311151759643,0.336502516279901,0.196621383291285,0.35446005791566,0.216383206109578,0.34455442501176,0.559211510268836,0.776401040957404,0.552737977026883,0.794312295043927,0.54037309317005,0.822841610482488,0.549179423056359,0.810577091092634
0.199714551926668,0.333528307243377,0.182058985203508,0.356759224360834,0.105190091066149,0.369838197093839,0.14971046097423,0.364246650772743,0.634221403776524,0.737110425054703,0.628710777513899,0.746969715811564,0.606443978295548,0.764841270787473,0.618396962264661,0.752994889449211
0.220635969104768,0.316801842971733,0.189414923556794,0.324216471207376,0.164912774535372,0.392493279555562,0.165577684062013,0.34157435277089,0.647042957667668,0.767198678083053,0.614470319680025,0.769336332437586,0.509560126697581,0.782071039296743,0.581770796417402,0.781628023793573
0.236389974687999,0.336827804792573,0.225949850651125,0.347192858295825,0.168459149095388,0.354741039069809,0.210540826133128,0.361191217684429,0.665383531614693,0.79885056661998,0.647550762412803,0.803850064932707,0.611972426671578,0.8139304599367,0.629922364874176,0.80630231840248
0.2092087876801,0.356321940436439,0.175666543349123,0.355263776076605,0.153781446550709,0.363509049753025,0.160988386147345,0.355587535650517,0.568853276046611,0.752132587785701,0.552779047217682,0.775219266287118,0.511936851184148,0.812179271600277,0.535353569641102,0.791024821774826
0.208643136478304,0.367957842302844,0.169694475709076,0.367729540306855,0.145047461875381,0.388691961729949,0.157956100514166,0.377070374887085,0.485489995693899,0.722972027000795,0.46883073452042,0.745964821790248,0.462622523756499,0.816038833951788,0.467165343352011,0.791099894166815
